"audio,labels"
"birds/LEEC41__0__20170110_071500_br_min_15.wav,birds"
"birds/LEEC41__0__20170113_080000_br_min_02.wav,birds"
"birds/LEEC41__0__20170117_063000_br_min_15.wav,birds"
"birds/LEEC41__0__20170120_054500_br_min_02.wav,birds"
"birds/LEEC41__0__20170120_054500_br_min_15.wav,birds"
"birds/LEEC41__0__20170121_050000_br_min_15.wav,birds"
"birds/LEEC41__0__20170125_071500_br_min_02.wav,birds"
"birds/LEEC42__0__20161020_054500_ma_min_02.wav,birds"
"birds/LEEC42__0__20161020_071500_ma_min_02.wav,birds"
"birds/LEEC42__0__20161023_063000_ma_min_02.wav,birds"
"birds/LEEC42__0__20161026_063000_ma_min_15.wav,birds"
"birds/LEEC42__0__20161030_050000_ma_min_02.wav,birds"
"birds/LEEC42__0__20161102_050000_ma_min_15.wav,birds"
"birds/LEEC42__0__20161102_054500_ma_min_02.wav,birds"
"birds/LEEC42__0__20161102_063000_ma_min_02.wav,birds"
"birds/LEEC42__0__20161104_063000_ma_min_15.wav,birds"
"birds/LEEC42__0__20161105_054500_ma_min_15.wav,birds"
"birds/LEEC42__0__20161111_054500_ma_min_15.wav,birds"
"birds/LEEC42__0__20161114_071500_ma_min_02.wav,birds"
"birds/LEEC42__0__20161123_054500_aa_min_02.wav,birds"
"birds/LEEC42__0__20161126_080000_aa_min_15.wav,birds"
"birds/LEEC42__0__20161127_050000_aa_min_15.wav,birds"
"birds/LEEC42__0__20161127_054500_aa_min_02.wav,birds"
"birds/LEEC42__0__20161129_063000_aa_min_02.wav,birds"
"birds/LEEC42__0__20161202_054500_aa_min_02.wav,birds"
"birds/LEEC42__0__20161202_063000_aa_min_02.wav,birds"
"birds/LEEC42__0__20161205_063000_aa_min_15.wav,birds"
"birds/LEEC42__0__20161206_050000_aa_min_15.wav,birds"
"birds/LEEC42__0__20161208_054500_aa_min_02.wav,birds"
"birds/LEEC42__0__20161210_050000_aa_min_02.wav,birds"
"birds/LEEC42__0__20161211_071500_aa_min_15.wav,birds"
"birds/LEEC42__0__20161212_080000_aa_min_15.wav,birds"
"birds/LEEC42__0__20161214_071500_aa_min_02.wav,birds"
"birds/LEEC42__0__20161215_050000_aa_min_02.wav,birds"
"birds/LEEC42__0__20161215_054500_aa_min_02.wav,birds"
"birds/LEEC42__0__20161215_063000_aa_min_15.wav,birds"
"birds/LEEC42__0__20161218_054500_aa_min_15.wav,birds"
"birds/LEEC42__0__20161219_071500_aa_min_02.wav,birds"
"birds/LEEC42__0__20161220_054500_aa_min_02.wav,birds"
"birds/LEEC42__0__20161221_071500_aa_min_15.wav,birds"
"birds/LEEC42__0__20161222_050000_aa_min_02.wav,birds"
"birds/LEEC42__0__20161222_054500_aa_min_15.wav,birds"
"birds/LEEC42__0__20161230_071500_br_min_15.wav,birds"
"birds/LEEC42__0__20170106_080000_br_min_02.wav,birds"
"birds/LEEC42__0__20170108_071500_br_min_02.wav,birds"
"birds/LEEC42__0__20170112_071500_br_min_15.wav,birds"
"birds/LEEC42__0__20170117_063000_br_min_15.wav,birds"
"birds/LEEC42__0__20170119_050000_br_min_02.wav,birds"
"birds/LEEC42__0__20170119_054500_br_min_15.wav,birds"
"birds/LEEC42__0__20170121_050000_br_min_02.wav,birds"
"birds/LEEC42__0__20170123_063000_br_min_02.wav,birds"
"birds/LEEC42__0__20170126_080000_br_min_02.wav,birds"
"birds/LEEC42__0__20170127_050000_br_min_15.wav,birds"
"birds/LEEC42__0__20170127_080000_br_min_02.wav,birds"
"birds/LEEC43__0__20161020_063000_ma_min_02.wav,birds"
"birds/LEEC43__0__20161021_063000_ma_min_02.wav,birds"
"birds/LEEC43__0__20161022_054500_ma_min_02.wav,birds"
"birds/LEEC43__0__20161024_050000_ma_min_15.wav,birds"
"birds/LEEC43__0__20161025_071500_ma_min_15.wav,birds"
"birds/LEEC43__0__20161027_080000_ma_min_02.wav,birds"
"birds/LEEC43__0__20161028_071500_ma_min_15.wav,birds"
"birds/LEEC43__0__20161028_080000_ma_min_02.wav,birds"
"birds/LEEC43__0__20161029_050000_ma_min_15.wav,birds"
"birds/LEEC43__0__20161105_050000_ma_min_15.wav,birds"
"birds/LEEC43__0__20161106_054500_ma_min_15.wav,birds"
"birds/LEEC43__0__20161110_054500_ma_min_02.wav,birds"
"birds/LEEC43__0__20161111_050000_ma_min_15.wav,birds"
"birds/LEEC43__0__20161111_080000_ma_min_02.wav,birds"
"birds/LEEC43__0__20161113_080000_ma_min_15.wav,birds"
"birds/LEEC43__0__20161114_071500_ma_min_15.wav,birds"
"birds/LEEC43__0__20161119_050000_ma_min_15.wav,birds"
"birds/LEEC43__0__20161208_054500_aa_min_15.wav,birds"
"birds/LEEC43__0__20161210_050000_aa_min_02.wav,birds"
"birds/LEEC43__0__20161212_054500_aa_min_15.wav,birds"
"birds/LEEC43__0__20161213_063000_aa_min_15.wav,birds"
"birds/LEEC43__0__20161213_071500_aa_min_02.wav,birds"
"birds/LEEC43__0__20161220_050000_aa_min_02.wav,birds"
"birds/LEEC43__0__20161220_054500_aa_min_15.wav,birds"
"birds/LEEC43__0__20161230_063000_br_min_02.wav,birds"
"birds/LEEC43__0__20161231_080000_br_min_02.wav,birds"
"birds/LEEC43__0__20170107_054500_br_min_02.wav,birds"
"birds/LEEC43__0__20170112_063000_br_min_02.wav,birds"
"birds/LEEC43__0__20170112_063000_br_min_15.wav,birds"
"birds/LEEC43__0__20170113_080000_br_min_15.wav,birds"
"birds/LEEC45__0__20161020_063000_ma_min_02.wav,birds"
"birds/LEEC45__0__20161020_080000_ma_min_02.wav,birds"
"birds/LEEC45__0__20161024_063000_ma_min_15.wav,birds"
"birds/LEEC45__0__20161026_050000_ma_min_15.wav,birds"
"birds/LEEC45__0__20161026_054500_ma_min_15.wav,birds"
"birds/LEEC45__0__20161030_063000_ma_min_02.wav,birds"
"birds/LEEC45__0__20161030_080000_ma_min_15.wav,birds"
"birds/LEEC45__0__20161101_050000_ma_min_02.wav,birds"
"birds/LEEC45__0__20161103_050000_ma_min_02.wav,birds"
"birds/LEEC45__0__20161104_054500_ma_min_02.wav,birds"
"birds/LEEC45__0__20161107_071500_ma_min_15.wav,birds"
"birds/LEEC45__0__20161107_080000_ma_min_02.wav,birds"
"birds/LEEC45__0__20161108_071500_ma_min_02.wav,birds"
"birds/LEEC45__0__20161109_071500_ma_min_15.wav,birds"
"birds/LEEC45__0__20161113_080000_ma_min_15.wav,birds"
"birds/LEEC45__0__20161114_063000_ma_min_15.wav,birds"
"birds/LEEC45__0__20161115_054500_ma_min_02.wav,birds"
"birds/LEEC45__0__20161116_071500_ma_min_15.wav,birds"
"birds/LEEC45__0__20161117_063000_ma_min_15.wav,birds"
"birds/LEEC45__0__20161118_080000_ma_min_02.wav,birds"
"birds/LEEC45__0__20161119_050000_aa_min_02.wav,birds"
"birds/LEEC45__0__20161125_063000_aa_min_02.wav,birds"
"birds/LEEC45__0__20161126_054500_aa_min_02.wav,birds"
"birds/LEEC45__0__20161126_080000_aa_min_02.wav,birds"
"birds/LEEC45__0__20161130_063000_aa_min_15.wav,birds"
"birds/LEEC45__0__20161203_054500_aa_min_15.wav,birds"
"birds/LEEC45__0__20161205_063000_aa_min_02.wav,birds"
"birds/LEEC45__0__20161208_054500_aa_min_15.wav,birds"
"birds/LEEC45__0__20161215_054500_aa_min_02.wav,birds"
"birds/LEEC45__0__20161217_080000_aa_min_15.wav,birds"
"birds/LEEC45__0__20161230_080000_br_min_15.wav,birds"
"birds/LEEC45__0__20161231_080000_br_min_02.wav,birds"
"birds/LEEC45__0__20170103_063000_br_min_02.wav,birds"
"birds/LEEC45__0__20170106_063000_br_min_02.wav,birds"
"birds/LEEC45__0__20170106_063000_br_min_15.wav,birds"
"birds/LEEC45__0__20170112_080000_br_min_15.wav,birds"
"birds/LEEC45__0__20170118_080000_br_min_02.wav,birds"
"birds/LEEC45__0__20170119_054500_br_min_02.wav,birds"
"birds/LEEC45__0__20170120_050000_br_min_02.wav,birds"
"birds/LEEC45__0__20170123_071500_br_min_15.wav,birds"
"birds/LEEC48__0__20161019_071500_ma_min_15.wav,birds"
"birds/LEEC48__0__20161020_054500_ma_min_15.wav,birds"
"birds/LEEC48__0__20161020_071500_ma_min_15.wav,birds"
"birds/LEEC48__0__20161021_080000_ma_min_15.wav,birds"
"birds/LEEC48__0__20161024_050000_ma_min_15.wav,birds"
"birds/LEEC48__0__20161027_050000_ma_min_02.wav,birds"
"birds/LEEC48__0__20161029_080000_ma_min_15.wav,birds"
"birds/LEEC48__0__20161102_054500_ma_min_15.wav,birds"
"birds/LEEC48__0__20161103_071500_ma_min_15.wav,birds"
"birds/LEEC48__0__20161104_050000_ma_min_02.wav,birds"
"birds/LEEC48__0__20161104_050000_ma_min_15.wav,birds"
"birds/LEEC48__0__20161104_054500_ma_min_02.wav,birds"
"birds/LEEC48__0__20161109_054500_ma_min_02.wav,birds"
"birds/LEEC48__0__20161114_071500_ma_min_02.wav,birds"
"birds/LEEC48__0__20161115_080000_ma_min_02.wav,birds"
"birds/LEEC48__0__20161116_050000_ma_min_02.wav,birds"
"birds/LEEC48__0__20161117_080000_ma_min_15.wav,birds"
"birds/LEEC48__0__20161119_054500_aa_min_02.wav,birds"
"birds/LEEC48__0__20161122_071500_aa_min_02.wav,birds"
"birds/LEEC48__0__20161122_080000_aa_min_02.wav,birds"
"birds/LEEC48__0__20161126_071500_aa_min_02.wav,birds"
"birds/LEEC48__0__20161128_054500_aa_min_02.wav,birds"
"birds/LEEC48__0__20161129_063000_aa_min_15.wav,birds"
"birds/LEEC48__0__20161207_063000_aa_min_02.wav,birds"
"birds/LEEC48__0__20161207_080000_aa_min_02.wav,birds"
"birds/LEEC48__0__20161208_054500_aa_min_15.wav,birds"
"birds/LEEC48__0__20161208_080000_aa_min_15.wav,birds"
"birds/LEEC48__0__20161210_080000_aa_min_02.wav,birds"
"birds/LEEC48__0__20161212_054500_aa_min_15.wav,birds"
"birds/LEEC48__0__20161213_050000_aa_min_02.wav,birds"
"birds/LEEC48__0__20161219_050000_aa_min_02.wav,birds"
"birds/LEEC48__0__20161230_054500_br_min_15.wav,birds"
"birds/LEEC48__0__20170102_054500_br_min_15.wav,birds"
"birds/LEEC48__0__20170105_050000_br_min_15.wav,birds"
"birds/LEEC48__0__20170107_054500_br_min_15.wav,birds"
"birds/LEEC48__0__20170109_071500_br_min_02.wav,birds"
"birds/LEEC48__0__20170113_054500_br_min_02.wav,birds"
"birds/LEEC48__0__20170115_080000_br_min_15.wav,birds"
"birds/LEEC48__0__20170117_063000_br_min_02.wav,birds"
"birds/LEEC48__0__20170118_054500_br_min_15.wav,birds"
"birds/LEEC48__0__20170118_063000_br_min_15.wav,birds"
"birds/LEEC48__0__20170119_050000_br_min_15.wav,birds"
"birds/LEEC49__0__20161019_071500_ma_min_02.wav,birds"
"birds/LEEC49__0__20161021_063000_ma_min_15.wav,birds"
"birds/LEEC49__0__20161029_063000_ma_min_15.wav,birds"
"birds/LEEC49__0__20161101_054500_ma_min_15.wav,birds"
"birds/LEEC49__0__20161107_080000_ma_min_15.wav,birds"
"birds/LEEC49__0__20161110_080000_ma_min_02.wav,birds"
"birds/LEEC49__0__20161118_050000_ma_min_15.wav,birds"
"birds/LEEC49__0__20161119_054500_ma_min_15.wav,birds"
"birds/LEEC49__0__20161123_054500_aa_min_02.wav,birds"
"birds/LEEC49__0__20161123_080000_aa_min_15.wav,birds"
"birds/LEEC49__0__20161124_071500_aa_min_02.wav,birds"
"birds/LEEC49__0__20161125_054500_aa_min_15.wav,birds"
"birds/LEEC49__0__20161126_071500_aa_min_02.wav,birds"
"birds/LEEC49__0__20161202_063000_aa_min_15.wav,birds"
"birds/LEEC49__0__20161202_080000_aa_min_02.wav,birds"
"birds/LEEC49__0__20161210_080000_aa_min_02.wav,birds"
"birds/LEEC49__0__20161213_071500_aa_min_15.wav,birds"
"birds/LEEC49__0__20161216_054500_aa_min_02.wav,birds"
"birds/LEEC49__0__20161216_071500_aa_min_02.wav,birds"
"birds/LEEC49__0__20161218_054500_aa_min_02.wav,birds"
"birds/LEEC49__0__20161221_063000_aa_min_15.wav,birds"
"birds/LEEC49__0__20170116_054500_br_min_15.wav,birds"
"birds/LEEC49__0__20170117_063000_br_min_15.wav,birds"
"birds/LEEC49__0__20170121_050000_br_min_02.wav,birds"
"birds/LEEC49__0__20170121_071500_br_min_15.wav,birds"
"birds/LEEC49__0__20170122_050000_br_min_02.wav,birds"
"birds/LEEC49__0__20170125_063000_br_min_02.wav,birds"
"insects/LEEC02__0__20161201_191500_LGP-02.wav,insectos"
"insects/LEEC02__0__20161201_191500_LGP-03.wav,insectos"
"insects/LEEC02__0__20161201_191500_LGP-04.wav,insectos"
"insects/LEEC02__0__20161201_191500_LGP-05.wav,insectos"
"insects/LEEC02__0__20161201_191500_LGP-06.wav,insectos"
"insects/LEEC02__0__20161201_191500_LGP-07.wav,insectos"
"insects/LEEC02__0__20161201_191500_LGP-08.wav,insectos"
"insects/LEEC02__0__20161201_191500_LGP-09.wav,insectos"
"insects/LEEC02__0__20161201_191500_LGP-10.wav,insectos"
"insects/LEEC02__0__20161201_191500_LGP-11.wav,insectos"
"insects/LEEC02__0__20161201_191500_LGP-12.wav,insectos"
"insects/LEEC02__0__20161201_191500_LGP-13.wav,insectos"
"insects/LEEC02__0__20161201_191500_LGP-14.wav,insectos"
"insects/LEEC02__0__20161201_191500_LGP-15.wav,insectos"
"insects/LEEC02__0__20161202_020000_LGP-01.wav,insectos"
"insects/LEEC02__0__20161202_020000_LGP-02.wav,insectos"
"insects/LEEC02__0__20161202_020000_LGP-03.wav,insectos"
"insects/LEEC02__0__20161202_020000_LGP-04.wav,insectos"
"insects/LEEC02__0__20161202_020000_LGP-05.wav,insectos"
"insects/LEEC02__0__20161202_020000_LGP-06.wav,insectos"
"insects/LEEC02__0__20161202_020000_LGP-07.wav,insectos"
"insects/LEEC02__0__20161202_020000_LGP-08.wav,insectos"
"insects/LEEC02__0__20161202_020000_LGP-09.wav,insectos"
"insects/LEEC02__0__20161202_020000_LGP-10.wav,insectos"
"insects/LEEC02__0__20161202_020000_LGP-11.wav,insectos"
"insects/LEEC02__0__20161202_020000_LGP-12.wav,insectos"
"insects/LEEC02__0__20161202_020000_LGP-13.wav,insectos"
"insects/LEEC02__0__20161202_020000_LGP-14.wav,insectos"
"insects/LEEC02__0__20161202_020000_LGP-15.wav,insectos"
"insects/LEEC02__0__20161206_133000_LGP-01.wav,insectos"
"insects/LEEC02__0__20161206_133000_LGP-02.wav,insectos"
"insects/LEEC02__0__20161206_133000_LGP-03.wav,insectos"
"insects/LEEC02__0__20161206_133000_LGP-04.wav,insectos"
"insects/LEEC02__0__20161206_133000_LGP-05.wav,insectos"
"insects/LEEC02__0__20161211_011500_LGP-01.wav,insectos"
"insects/LEEC02__0__20161211_011500_LGP-02.wav,insectos"
"insects/LEEC02__0__20161211_011500_LGP-03.wav,insectos"
"insects/LEEC02__0__20161211_011500_LGP-04.wav,insectos"
"insects/LEEC02__0__20161211_011500_LGP-06.wav,insectos"
"insects/LEEC02__0__20161211_213000_LGP-02.wav,insectos"
"insects/LEEC02__0__20161211_213000_LGP-03.wav,insectos"
"insects/LEEC02__0__20161211_213000_LGP-04.wav,insectos"
"insects/LEEC02__0__20161211_213000_LGP-05.wav,insectos"
"insects/LEEC02__0__20161211_213000_LGP-06.wav,insectos"
"insects/LEEC02__0__20161211_213000_LGP-07.wav,insectos"
"insects/LEEC02__0__20161211_213000_LGP-08.wav,insectos"
"insects/LEEC02__0__20161211_213000_LGP-09.wav,insectos"
"insects/LEEC02__0__20161211_213000_LGP-10.wav,insectos"
"insects/LEEC02__0__20161211_213000_LGP-11.wav,insectos"
"insects/LEEC02__0__20161211_213000_LGP-12.wav,insectos"
"insects/LEEC02__0__20161211_213000_LGP-13.wav,insectos"
"insects/LEEC02__0__20161211_213000_LGP-14.wav,insectos"
"insects/LEEC02__0__20161211_213000_LGP-15.wav,insectos"
"insects/LEEC03__0__20161020_084500_LGP-01.wav,insectos"
"insects/LEEC03__0__20161020_084500_LGP-02.wav,insectos"
"insects/LEEC03__0__20161020_084500_LGP-05.wav,insectos"
"insects/LEEC03__0__20161020_084500_LGP-06.wav,insectos"
"insects/LEEC03__0__20161020_084500_LGP-07.wav,insectos"
"insects/LEEC03__0__20161020_084500_LGP-08.wav,insectos"
"insects/LEEC03__0__20161020_084500_LGP-09.wav,insectos"
"insects/LEEC03__0__20161020_084500_LGP-10.wav,insectos"
"insects/LEEC03__0__20161020_084500_LGP-11.wav,insectos"
"insects/LEEC03__0__20161020_084500_LGP-12.wav,insectos"
"insects/LEEC03__0__20161020_084500_LGP-13.wav,insectos"
"insects/LEEC03__0__20161020_084500_LGP-14.wav,insectos"
"insects/LEEC03__0__20161020_084500_LGP-17.wav,insectos"
"insects/LEEC03__0__20161020_084500_LGP-19.wav,insectos"
"insects/LEEC03__0__20161020_084500_LGP-20.wav,insectos"
"insects/LEEC03__0__20161020_084500_LGP-23.wav,insectos"
"insects/LEEC03__0__20161020_084500_LGP-24.wav,insectos"
"insects/LEEC03__0__20161020_084500_LGP-25.wav,insectos"
"insects/LEEC03__0__20161021_020000_LGP-02.wav,insectos"
"insects/LEEC03__0__20161021_020000_LGP-03.wav,insectos"
"insects/LEEC03__0__20161021_020000_LGP-04.wav,insectos"
"insects/LEEC03__0__20161021_020000_LGP-05.wav,insectos"
"insects/LEEC03__0__20161021_020000_LGP-06.wav,insectos"
"insects/LEEC03__0__20161021_020000_LGP-07.wav,insectos"
"insects/LEEC03__0__20161021_020000_LGP-08.wav,insectos"
"insects/LEEC03__0__20161021_020000_LGP-09.wav,insectos"
"insects/LEEC03__0__20161021_020000_LGP-10.wav,insectos"
"insects/LEEC03__0__20161021_020000_LGP-11.wav,insectos"
"insects/LEEC03__0__20161021_020000_LGP-12.wav,insectos"
"insects/LEEC03__0__20161021_020000_LGP-13.wav,insectos"
"insects/LEEC03__0__20161021_020000_LGP-14.wav,insectos"
"insects/LEEC03__0__20161021_020000_LGP-15.wav,insectos"
"insects/LEEC03__0__20161026_124500_LGP-01.wav,insectos"
"insects/LEEC03__0__20161026_124500_LGP-02.wav,insectos"
"insects/LEEC03__0__20161026_124500_LGP-03.wav,insectos"
"insects/LEEC03__0__20161026_124500_LGP-04.wav,insectos"
"insects/LEEC03__0__20161026_124500_LGP-05.wav,insectos"
"insects/LEEC03__0__20161107_204500_LGP-04.wav,insectos"
"insects/LEEC03__0__20161107_204500_LGP-05.wav,insectos"
"insects/LEEC03__0__20161107_204500_LGP-11.wav,insectos"
"insects/LEEC03__0__20161107_204500_LGP-12.wav,insectos"
"insects/LEEC03__0__20161107_204500_LGP-13.wav,insectos"
"insects/LEEC03__0__20161107_204500_LGP-14.wav,insectos"
"insects/LEEC03__0__20161107_204500_LGP-15.wav,insectos"
"insects/LEEC05__0__20161020_191500_LGP-06.wav,insectos"
"insects/LEEC05__0__20161020_191500_LGP-07.wav,insectos"
"insects/LEEC05__0__20161020_191500_LGP-10.wav,insectos"
"insects/LEEC05__0__20161020_191500_LGP-11.wav,insectos"
"insects/LEEC05__0__20161020_191500_LGP-12.wav,insectos"
"insects/LEEC05__0__20161020_191500_LGP-13.wav,insectos"
"insects/LEEC05__0__20161020_191500_LGP-14.wav,insectos"
"insects/LEEC05__0__20161020_191500_LGP-15.wav,insectos"
"insects/LEEC05__0__20161022_183000_LGP-08.wav,insectos"
"insects/LEEC05__0__20161022_183000_LGP-09.wav,insectos"
"insects/LEEC05__0__20161117_063000_LGP-03.wav,insectos"
"insects/LEEC05__0__20161117_063000_LGP-04.wav,insectos"
"insects/LEEC05__0__20161117_063000_LGP-07.wav,insectos"
"insects/LEEC05__0__20161117_063000_LGP-08.wav,insectos"
"insects/LEEC05__0__20161117_063000_LGP-13.wav,insectos"
"insects/LEEC05__0__20161117_063000_LGP-15.wav,insectos"
"insects/LEEC05__0__20161117_063000_LGP-16.wav,insectos"
"insects/LEEC05__0__20161117_063000_LGP-18.wav,insectos"
"insects/LEEC05__0__20161117_063000_LGP-19.wav,insectos"
"insects/LEEC05__0__20161117_063000_LGP-21.wav,insectos"
"insects/LEEC05__0__20161117_063000_LGP-22.wav,insectos"
"insects/LEEC05__0__20161117_063000_LGP-23.wav,insectos"
"insects/LEEC05__0__20161117_063000_LGP-24.wav,insectos"
"insects/LEEC06__0__20161019_120000_LGP-01.wav,insectos"
"insects/LEEC06__0__20161019_120000_LGP-02.wav,insectos"
"insects/LEEC06__0__20161019_120000_LGP-03.wav,insectos"
"insects/LEEC06__0__20161020_183000_LGP-01.wav,insectos"
"insects/LEEC06__0__20161020_183000_LGP-02.wav,insectos"
"insects/LEEC06__0__20161020_183000_LGP-03.wav,insectos"
"insects/LEEC06__0__20161020_183000_LGP-04.wav,insectos"
"insects/LEEC06__0__20161020_183000_LGP-05.wav,insectos"
"insects/LEEC06__0__20161020_183000_LGP-07.wav,insectos"
"insects/LEEC06__0__20161020_183000_LGP-08.wav,insectos"
"insects/LEEC06__0__20161020_183000_LGP-09.wav,insectos"
"insects/LEEC06__0__20161020_183000_LGP-10.wav,insectos"
"insects/LEEC06__0__20161020_183000_LGP-11.wav,insectos"
"insects/LEEC06__0__20161020_183000_LGP-12.wav,insectos"
"insects/LEEC06__0__20161020_183000_LGP-13.wav,insectos"
"insects/LEEC06__0__20161020_183000_LGP-14.wav,insectos"
"insects/LEEC06__0__20161020_183000_LGP-15.wav,insectos"
"insects/LEEC08__0__20161019_200000_LGP-01.wav,insectos"
"insects/LEEC08__0__20161019_200000_LGP-02.wav,insectos"
"insects/LEEC08__0__20161019_200000_LGP-03.wav,insectos"
"insects/LEEC08__0__20161019_200000_LGP-04.wav,insectos"
"insects/LEEC08__0__20161019_200000_LGP-05.wav,insectos"
"insects/LEEC08__0__20161019_200000_LGP-06.wav,insectos"
"insects/LEEC08__0__20161019_200000_LGP-07.wav,insectos"
"insects/LEEC08__0__20161019_200000_LGP-08.wav,insectos"
"insects/LEEC08__0__20161019_200000_LGP-09.wav,insectos"
"insects/LEEC08__0__20161019_200000_LGP-10.wav,insectos"
"insects/LEEC08__0__20161019_200000_LGP-11.wav,insectos"
"insects/LEEC08__0__20161019_200000_LGP-12.wav,insectos"
"insects/LEEC08__0__20161019_200000_LGP-13.wav,insectos"
"insects/LEEC08__0__20161019_200000_LGP-14.wav,insectos"
"insects/LEEC08__0__20161019_200000_LGP-15.wav,insectos"
"insects/LEEC08__0__20161020_221500_LGP-01.wav,insectos"
"insects/LEEC08__0__20161020_221500_LGP-02.wav,insectos"
"insects/LEEC08__0__20161020_221500_LGP-03.wav,insectos"
"insects/LEEC08__0__20161020_221500_LGP-04.wav,insectos"
"insects/LEEC08__0__20161020_221500_LGP-05.wav,insectos"
"insects/LEEC08__0__20161020_221500_LGP-06.wav,insectos"
"insects/LEEC08__0__20161020_221500_LGP-07.wav,insectos"
"insects/LEEC08__0__20161020_221500_LGP-08.wav,insectos"
"insects/LEEC08__0__20161020_221500_LGP-09.wav,insectos"
"insects/LEEC08__0__20161020_221500_LGP-10.wav,insectos"
"insects/LEEC08__0__20161020_221500_LGP-11.wav,insectos"
"insects/LEEC08__0__20161020_221500_LGP-12.wav,insectos"
"insects/LEEC08__0__20161020_221500_LGP-13.wav,insectos"
"insects/LEEC08__0__20161020_221500_LGP-14.wav,insectos"
"insects/LEEC08__0__20161020_221500_LGP-15.wav,insectos"
"insects/LEEC08__0__20161021_124500_LGP-01.wav,insectos"
"insects/LEEC08__0__20161021_124500_LGP-02.wav,insectos"
"insects/LEEC08__0__20161021_124500_LGP-03.wav,insectos"
"insects/LEEC08__0__20161021_124500_LGP-04.wav,insectos"
"insects/LEEC08__0__20161021_124500_LGP-05.wav,insectos"
"insects/LEEC08__0__20161022_183000_LGP-02.wav,insectos"
"insects/LEEC08__0__20161022_183000_LGP-07.wav,insectos"
"insects/LEEC08__0__20161022_183000_LGP-08.wav,insectos"
"insects/LEEC08__0__20161022_183000_LGP-09.wav,insectos"
"insects/LEEC08__0__20161022_183000_LGP-10.wav,insectos"
"insects/LEEC08__0__20161022_183000_LGP-11.wav,insectos"
"insects/LEEC08__0__20161022_183000_LGP-12.wav,insectos"
"insects/LEEC08__0__20161022_183000_LGP-13.wav,insectos"
"insects/LEEC08__0__20161022_183000_LGP-15.wav,insectos"
"insects/LEEC08__0__20161023_084500_LGP-02.wav,insectos"
"insects/LEEC08__0__20161023_084500_LGP-03.wav,insectos"
"insects/LEEC08__0__20161023_084500_LGP-04.wav,insectos"
"insects/LEEC08__0__20161023_084500_LGP-05.wav,insectos"
"insects/LEEC08__0__20161023_084500_LGP-06.wav,insectos"
"insects/LEEC08__0__20161023_084500_LGP-09.wav,insectos"
"insects/LEEC08__0__20161023_084500_LGP-10.wav,insectos"
"insects/LEEC08__0__20161023_084500_LGP-11.wav,insectos"
"insects/LEEC08__0__20161023_084500_LGP-12.wav,insectos"
"insects/LEEC08__0__20161023_084500_LGP-13.wav,insectos"
"insects/LEEC08__0__20161023_084500_LGP-14.wav,insectos"
"insects/LEEC08__0__20161023_084500_LGP-15.wav,insectos"
"insects/LEEC08__0__20161023_084500_LGP-16.wav,insectos"
"insects/LEEC08__0__20161023_084500_LGP-17.wav,insectos"
"insects/LEEC08__0__20161023_084500_LGP-18.wav,insectos"
"insects/LEEC08__0__20161023_084500_LGP-19.wav,insectos"
"insects/LEEC08__0__20161023_084500_LGP-20.wav,insectos"
"insects/LEEC08__0__20161023_084500_LGP-24.wav,insectos"
"insects/LEEC08__0__20161027_200000_LGP-01.wav,insectos"
"insects/LEEC08__0__20161027_200000_LGP-02.wav,insectos"
"insects/LEEC08__0__20161027_200000_LGP-03.wav,insectos"
"insects/LEEC08__0__20161027_200000_LGP-04.wav,insectos"
"insects/LEEC08__0__20161027_200000_LGP-05.wav,insectos"
"insects/LEEC08__0__20161027_200000_LGP-06.wav,insectos"
"insects/LEEC08__0__20161027_200000_LGP-07.wav,insectos"
"insects/LEEC08__0__20161027_200000_LGP-08.wav,insectos"
"insects/LEEC08__0__20161027_200000_LGP-09.wav,insectos"
"insects/LEEC08__0__20161027_200000_LGP-10.wav,insectos"
"insects/LEEC08__0__20161027_200000_LGP-11.wav,insectos"
"insects/LEEC08__0__20161102_003000_LGP-01.wav,insectos"
"insects/LEEC08__0__20161102_003000_LGP-02.wav,insectos"
"insects/LEEC08__0__20161102_003000_LGP-03.wav,insectos"
"insects/LEEC08__0__20161102_003000_LGP-04.wav,insectos"
"insects/LEEC08__0__20161102_003000_LGP-05.wav,insectos"
"insects/LEEC08__0__20161102_003000_LGP-06.wav,insectos"
"insects/LEEC08__0__20161102_003000_LGP-07.wav,insectos"
"insects/LEEC08__0__20161102_003000_LGP-08.wav,insectos"
"insects/LEEC08__0__20161102_003000_LGP-09.wav,insectos"
"insects/LEEC08__0__20161102_003000_LGP-10.wav,insectos"
"insects/LEEC08__0__20161102_003000_LGP-11.wav,insectos"
"insects/LEEC08__0__20161102_003000_LGP-15.wav,insectos"
"insects/LEEC08__0__20161103_191500_LGP-01.wav,insectos"
"insects/LEEC08__0__20161103_191500_LGP-02.wav,insectos"
"insects/LEEC08__0__20161103_191500_LGP-03.wav,insectos"
"insects/LEEC08__0__20161103_191500_LGP-04.wav,insectos"
"insects/LEEC08__0__20161103_191500_LGP-05.wav,insectos"
"insects/LEEC08__0__20161103_191500_LGP-06.wav,insectos"
"insects/LEEC08__0__20161103_191500_LGP-07.wav,insectos"
"insects/LEEC08__0__20161103_191500_LGP-09.wav,insectos"
"insects/LEEC08__0__20161103_191500_LGP-10.wav,insectos"
"insects/LEEC08__0__20161103_191500_LGP-11.wav,insectos"
